area_type,location,size,total_sqft,bath,balcony,price (in lakhs)
0,108,2.0,1150.0,2.0,2.0,80.0
3,1148,3.0,1430.0,2.0,2.0,56.0
3,799,3.0,1350.0,2.0,2.0,62.0
2,1306,3.0,1350.0,3.0,3.0,195.0
0,1159,2.0,1185.0,2.0,2.0,65.0
3,216,3.0,1760.0,3.0,2.0,67.0
2,214,4.0,2400.0,5.0,2.0,350.0
3,664,2.0,900.0,2.0,1.0,41.0
3,664,2.0,1297.0,2.0,1.0,105.0
3,1048,3.0,1840.0,3.0,2.0,155.0
0,990,2.0,950.0,2.0,1.0,50.79
2,319,5.0,1200.0,4.0,1.0,70.0
1,175,2.0,950.0,2.0,1.0,52.0
3,417,3.0,1571.0,3.0,2.0,89.0
3,419,2.0,1031.0,2.0,1.0,55.0
3,1252,2.0,1485.0,2.0,1.0,90.0
3,121,2.0,1109.0,2.0,1.0,60.0
3,713,3.0,2200.0,3.0,2.0,180.0
3,1252,1.0,950.0,1.0,1.0,50.0
3,223,3.0,2350.0,3.0,3.0,300.0
3,419,2.0,1003.0,2.0,1.0,40.6
2,214,2.0,1350.0,2.0,1.0,185.0
3,77,2.0,1080.0,2.0,2.0,37.0
3,549,2.0,1255.0,2.0,2.0,73.0
2,277,4.0,1700.0,4.0,1.0,152.0
3,29,3.0,1875.0,3.0,1.0,167.0
0,271,3.0,1320.0,2.0,1.0,38.12
3,1179,3.0,1330.0,2.0,1.0,47.0
3,639,3.0,1220.0,3.0,2.0,56.0
3,417,3.0,1111.0,3.0,1.0,50.0
3,715,2.0,1197.0,2.0,1.0,47.88
3,799,4.0,2519.0,5.0,2.0,185.0
3,1306,3.0,1340.0,2.0,1.0,100.0
2,896,4.0,1450.0,3.0,3.0,132.0
3,530,3.0,1837.0,3.0,3.0,145.0
2,506,4.0,1200.0,4.0,2.0,245.0
3,722,2.0,1238.0,2.0,3.0,55.0
3,72,3.0,1405.0,2.0,2.0,59.01
3,384,4.0,1690.0,3.0,2.0,80.0
0,1306,3.0,1620.0,2.0,1.0,110.0
3,664,3.0,1673.0,3.0,2.0,115.0
3,1190,2.0,1112.0,2.0,2.0,40.0
3,799,3.0,1385.0,2.0,2.0,66.65
3,1115,2.0,985.0,2.0,1.0,58.0
3,664,2.0,1080.0,2.0,1.0,37.8
3,536,2.0,1430.0,2.0,1.0,97.52
3,690,2.0,1050.0,2.0,2.0,43.0
2,727,4.0,2000.0,4.0,1.0,139.0
0,205,4.0,4800.0,4.0,3.0,190.0
0,556,3.0,1533.0,3.0,2.0,115.0
3,786,3.0,2610.0,3.0,2.0,399.0
3,745,3.0,1750.0,3.0,2.0,150.0
3,941,2.0,1352.0,2.0,2.0,87.5
3,509,3.0,1754.0,3.0,2.0,125.0
0,1146,3.0,1560.0,3.0,2.0,85.0
3,1252,4.0,3584.0,4.0,2.0,199.0
3,306,3.0,1470.0,2.0,1.0,90.0
0,77,2.0,1035.0,2.0,1.0,45.0
2,1252,4.0,2400.0,5.0,2.0,329.0
0,653,2.0,1160.0,2.0,1.0,52.0
3,584,2.0,1100.0,2.0,2.0,52.0
3,533,2.0,1170.0,2.0,2.0,38.0
3,494,3.0,1650.0,3.0,2.0,110.0
3,27,3.0,1875.0,2.0,3.0,235.0
3,647,4.0,800.0,4.0,1.0,80.0
3,1306,3.0,1375.0,2.0,3.0,48.06
3,987,2.0,1235.0,2.0,1.0,46.8
3,1306,1.0,750.0,1.0,2.0,25.0
0,72,3.0,1400.0,3.0,1.0,115.0
3,928,3.0,1270.0,2.0,2.0,50.79
3,216,2.0,1105.0,2.0,1.0,51.0
3,1306,3.0,1375.0,2.0,3.0,85.0
2,152,4.0,2168.0,4.0,2.0,95.0
3,1261,2.0,1065.0,2.0,1.0,40.84
3,1252,1.0,825.0,1.0,1.0,45.0
2,437,3.0,720.0,3.0,3.0,65.0
3,1306,3.0,1440.0,2.0,2.0,60.33
3,417,2.0,870.0,2.0,1.0,39.5
3,914,2.0,1195.0,2.0,1.0,84.0
3,1306,2.0,1200.0,2.0,1.0,49.5
3,972,3.0,1530.0,3.0,3.0,61.2
3,907,3.0,1708.0,2.0,1.0,90.5
3,1306,2.0,975.0,2.0,1.0,43.0
0,626,2.0,750.0,2.0,1.0,25.0
3,559,3.0,1920.0,3.0,2.0,130.0
3,1148,2.0,1183.0,2.0,1.0,58.56
2,716,4.0,1140.0,4.0,1.0,90.0
3,822,3.0,1550.0,2.0,2.0,65.0
3,637,2.0,1110.0,2.0,3.0,53.0
3,637,2.0,1105.0,2.0,1.0,38.67
2,126,3.0,1800.0,3.0,2.0,68.0
3,40,5.0,2800.0,4.0,2.0,200.0
3,269,2.0,1000.0,2.0,2.0,29.9
0,941,2.0,1190.0,2.0,2.0,68.0
2,43,4.0,1350.0,4.0,1.0,200.0
3,513,4.0,3067.0,4.0,2.0,230.0
3,1039,3.0,1929.0,4.0,1.0,103.0
0,990,3.0,1525.0,3.0,1.0,100.0
3,879,3.0,1775.0,3.0,3.0,110.0
0,194,2.0,1125.0,2.0,1.0,63.0
3,524,2.0,900.0,2.0,2.0,42.0
3,1039,2.0,1155.0,2.0,1.0,58.0
3,1093,2.0,1268.0,2.0,1.0,73.0
0,1306,3.0,1500.0,3.0,2.0,88.0
3,417,1.0,630.0,1.0,1.0,47.0
3,1054,3.0,1525.0,3.0,2.0,65.0
3,637,2.0,1060.0,2.0,2.0,48.0
3,757,3.0,1687.0,3.0,3.0,127.0
3,1148,3.0,1847.0,3.0,2.0,123.0
3,232,3.0,1410.0,2.0,3.0,53.0
3,72,2.0,1075.0,2.0,1.0,42.99
0,223,3.0,1500.0,2.0,1.0,143.0
0,1306,2.0,1010.0,2.0,2.0,46.0
3,506,3.0,1875.0,3.0,3.0,110.0
3,664,2.0,983.0,2.0,1.0,50.6
3,673,2.0,1101.0,2.0,2.0,65.0
3,1306,2.0,1140.0,2.0,1.0,76.0
3,1039,2.0,1215.0,2.0,2.0,110.0
3,690,2.0,1007.0,2.0,3.0,42.0
3,236,3.0,2039.0,3.0,2.0,168.0
0,1176,3.0,1020.0,3.0,2.0,110.0
3,901,2.0,1198.0,2.0,1.0,84.0
2,880,4.0,1470.0,4.0,2.0,34.5
0,1306,2.0,1370.0,2.0,2.0,75.0
3,1265,2.0,1316.0,2.0,3.0,55.5
3,637,3.0,1350.0,3.0,1.0,55.5
3,485,2.0,1050.0,2.0,1.0,43.0
3,417,2.0,921.0,2.0,1.0,34.0
3,731,2.0,1010.0,2.0,1.0,49.27
3,626,2.0,1015.0,2.0,1.0,43.0
0,745,2.0,1179.0,2.0,1.0,75.0
0,129,4.0,1850.0,4.0,2.0,86.0
3,654,2.0,870.0,2.0,1.0,24.0
3,236,3.0,1605.0,3.0,2.0,85.0
2,205,4.0,2800.0,4.0,2.0,89.0
3,786,3.0,2475.0,4.0,3.0,320.0
3,40,2.0,1000.0,1.0,1.0,55.0
2,1306,2.0,1200.0,2.0,2.0,125.0
2,654,2.0,1200.0,2.0,1.0,66.0
0,1306,2.0,1200.0,2.0,2.0,50.0
3,518,2.0,1255.0,2.0,1.0,57.5
3,544,2.0,1085.0,2.0,2.0,30.38
3,664,3.0,1592.0,3.0,2.0,125.0
3,160,2.0,1313.0,2.0,1.0,58.27
3,707,3.0,1934.0,3.0,2.0,150.0
3,509,2.0,1200.0,2.0,1.0,49.5
3,896,2.0,935.0,2.0,1.0,45.0
0,270,2.0,877.0,2.0,2.0,30.0
3,148,2.0,936.0,2.0,2.0,42.0
3,851,3.0,1470.0,2.0,2.0,110.0
0,1306,1.0,1050.0,1.0,1.0,70.0
3,110,3.0,2225.0,4.0,2.0,169.0
3,360,3.0,1901.0,3.0,2.0,119.0
3,1039,3.0,1819.0,3.0,2.0,100.0
0,77,4.0,5000.0,4.0,3.0,290.0
3,1306,4.0,1200.0,4.0,3.0,169.0
3,1306,2.0,1256.0,2.0,1.0,60.0
3,72,2.0,1100.0,2.0,2.0,44.0
2,1138,4.0,4800.0,3.0,3.0,302.0
3,716,3.0,1435.0,3.0,3.0,70.0
3,67,4.0,3245.0,4.0,2.0,250.0
3,1039,3.0,1845.0,4.0,1.0,110.0
2,606,3.0,2400.0,4.0,1.0,130.0
3,1141,3.0,2254.0,3.0,2.0,170.0
3,428,3.0,1750.0,3.0,2.0,150.0
0,591,2.0,1020.0,2.0,1.0,37.0
3,757,3.0,1893.0,3.0,2.0,140.0
3,268,3.0,1075.0,2.0,1.0,90.0
3,670,2.0,1200.0,2.0,1.0,78.0
3,1039,2.0,1233.0,2.0,2.0,77.65
3,216,2.0,1255.0,2.0,2.0,65.26
3,232,2.0,1200.0,2.0,2.0,37.8
3,1190,3.0,2145.0,3.0,2.0,175.0
0,29,5.0,1500.0,5.0,2.0,85.0
0,715,2.0,740.0,2.0,1.0,34.0
3,688,3.0,1250.0,3.0,3.0,48.0
3,307,2.0,1210.0,2.0,2.0,40.0
3,1039,3.0,1525.0,2.0,2.0,60.0
3,1168,3.0,1240.0,2.0,1.0,84.0
3,1115,3.0,1245.0,2.0,1.0,68.0
2,1306,3.0,1865.0,3.0,3.0,350.0
3,268,3.0,1075.0,2.0,1.0,35.99
0,853,2.0,2200.0,2.0,1.0,55.0
3,1252,2.0,1155.0,2.0,1.0,60.0
3,379,2.0,1520.0,2.0,3.0,62.0
3,509,2.0,1290.0,2.0,1.0,85.0
0,26,3.0,2300.0,3.0,2.0,80.0
3,1252,4.0,1559.6266939129125,4.0,2.0,270.0
3,194,3.0,1340.0,2.0,3.0,53.6
3,786,2.0,900.0,2.0,1.0,95.0
3,522,2.0,987.0,2.0,1.0,49.0
3,896,3.0,1720.0,3.0,2.0,100.0
3,513,2.0,1040.0,2.0,1.0,50.0
0,972,2.0,1030.0,2.0,1.0,50.0
3,876,3.0,2556.0,3.0,2.0,133.0
3,223,3.0,1850.0,3.0,1.0,168.0
2,678,4.0,750.0,4.0,3.0,110.0
3,188,2.0,1028.0,2.0,1.0,31.86
3,72,2.0,1270.0,2.0,1.0,83.0
0,1025,3.0,1655.0,3.0,1.0,115.0
0,422,2.0,940.0,2.0,1.0,40.0
3,402,2.0,1050.0,2.0,2.0,85.0
3,1306,2.0,946.0,2.0,1.0,38.0
0,292,3.0,1726.0,3.0,3.0,145.0
3,1037,3.0,2121.0,4.0,3.0,253.0
3,1242,2.0,1404.0,2.0,1.0,75.0
3,1038,3.0,1525.0,2.0,2.0,48.0
3,688,2.0,1025.0,2.0,2.0,57.0
0,954,2.0,860.0,1.0,1.0,43.0
3,1141,3.0,1223.0,2.0,1.0,42.81
3,715,2.0,1197.0,2.0,1.0,47.8
3,443,2.0,1150.0,2.0,1.0,52.75
3,948,2.0,1040.0,2.0,2.0,46.0
3,194,2.0,1310.0,2.0,2.0,80.0
3,1179,3.0,1788.0,3.0,2.0,98.34
3,972,2.0,1144.0,2.0,2.0,38.55
3,129,2.0,1070.0,2.0,2.0,39.0
3,1306,2.0,1200.0,2.0,2.0,70.0
3,110,3.0,1862.0,3.0,2.0,120.0
2,803,2.0,1200.0,2.0,1.0,58.5
3,232,2.0,970.0,2.0,2.0,27.0
3,670,3.0,1646.0,3.0,2.0,79.5
3,1039,4.0,4395.0,4.0,2.0,242.0
2,1306,5.0,1200.0,4.0,1.0,100.0
3,559,3.0,1995.0,3.0,2.0,135.0
3,539,2.0,1085.0,2.0,1.0,47.74
3,278,2.0,1139.0,2.0,2.0,56.8
3,506,2.0,1092.0,2.0,2.0,44.0
3,922,3.0,1767.0,3.0,2.0,98.0
0,1306,3.0,1700.0,3.0,2.0,80.0
3,236,3.0,1692.0,3.0,2.0,88.0
0,67,3.0,1645.0,3.0,3.0,100.0
3,1179,3.0,1345.0,2.0,1.0,57.0
3,219,2.0,1100.0,2.0,1.0,60.0
3,461,3.0,1408.0,3.0,3.0,62.0
2,203,4.0,2400.0,4.0,1.0,240.0
2,635,4.0,1920.0,4.0,2.0,200.0
3,1153,3.0,2072.0,4.0,2.0,150.0
3,786,2.0,1420.0,2.0,1.0,158.0
2,422,3.0,2040.0,3.0,2.0,137.0
3,1039,3.0,1220.0,3.0,2.0,56.0
2,74,4.0,1200.0,4.0,2.0,145.0
3,1306,2.0,1300.0,2.0,1.0,79.0
3,422,2.0,1150.0,2.0,2.0,39.0
3,626,2.0,1470.0,2.0,2.0,86.0
3,536,2.0,1063.0,2.0,1.0,31.9
3,1306,2.0,1311.0,2.0,2.0,48.0
3,399,4.0,3500.0,4.0,3.0,350.0
3,1306,3.0,1400.0,2.0,2.0,55.0
0,1216,2.0,1060.0,2.0,2.0,55.0
3,1053,3.0,1760.0,3.0,2.0,145.0
3,1252,3.0,2010.0,3.0,3.0,92.0
3,664,3.0,1480.0,2.0,2.0,64.23
3,74,3.0,1230.0,2.0,2.0,43.5
3,466,3.0,1300.0,3.0,3.0,65.0
3,1084,2.0,1100.0,2.0,1.0,52.0
3,509,3.0,1752.12,3.0,2.0,116.0
3,799,2.0,957.0,2.0,1.0,46.9
0,521,3.0,1942.0,3.0,2.0,102.0
0,144,2.0,1000.0,2.0,2.0,53.0
3,1267,1.0,668.0,1.0,1.0,36.85
3,1179,2.0,1089.0,2.0,1.0,43.55
3,1148,3.0,1800.0,3.0,3.0,90.0
3,1262,1.0,960.0,2.0,1.0,18.0
3,1261,2.0,1036.0,2.0,3.0,39.35
3,799,3.0,1583.0,3.0,3.0,105.0
3,907,2.0,1100.0,2.0,2.0,65.0
2,1161,1.0,800.0,1.0,1.0,100.0
3,1242,2.0,1246.0,2.0,1.0,65.0
3,382,2.0,850.0,2.0,3.0,28.0
3,972,2.0,1196.0,2.0,2.0,51.51
3,1148,3.0,1697.0,3.0,2.0,114.0
3,493,3.0,1567.0,3.0,3.0,90.0
3,1306,2.0,950.0,2.0,2.0,45.0
3,1306,2.0,1022.0,2.0,2.0,52.0
2,1306,4.0,2000.0,3.0,2.0,25.0
3,249,2.0,1322.0,2.0,2.0,68.0
2,805,4.0,1800.0,4.0,2.0,145.0
3,390,3.0,1460.0,2.0,2.0,58.39
3,1306,2.0,990.0,2.0,1.0,44.55
0,294,3.0,2400.0,3.0,1.0,260.0
3,1252,3.0,1635.0,2.0,2.0,85.0
0,907,4.0,3400.0,3.0,1.0,210.0
3,797,3.0,1533.0,3.0,2.0,85.0
3,98,3.0,1720.0,3.0,1.0,134.0
3,428,3.0,2000.0,3.0,1.0,200.0
3,1267,2.0,1185.0,2.0,2.0,75.84
3,1191,2.0,900.0,2.0,1.0,27.0
3,419,2.0,1031.0,2.0,1.0,56.35
3,1148,4.0,2650.0,4.0,2.0,240.0
3,518,2.0,1259.0,2.0,2.0,57.0
0,972,3.0,1570.0,3.0,2.0,88.0
0,268,3.0,1075.0,2.0,1.0,36.0
3,1252,2.0,1216.0,2.0,1.0,79.0
3,1039,3.0,1428.0,2.0,2.0,66.0
3,232,2.0,1160.0,2.0,2.0,40.59
3,392,3.0,1475.0,3.0,2.0,70.0
3,509,3.0,1754.0,3.0,2.0,135.0
3,999,3.0,1639.0,3.0,1.0,83.0
3,522,3.0,1804.0,3.0,2.0,102.0
2,1252,3.0,1200.0,3.0,2.0,56.2
0,116,2.0,1135.0,2.0,3.0,55.0
3,232,2.0,1260.0,2.0,2.0,46.62
2,924,5.0,1440.0,5.0,1.0,110.0
0,522,3.0,2160.0,3.0,2.0,160.0
3,964,2.0,1220.0,2.0,2.0,59.5
3,1261,2.0,1300.0,2.0,3.0,65.0
3,348,1.0,605.0,1.0,1.0,29.0
3,252,2.0,1444.0,2.0,1.0,75.97
0,114,2.0,924.0,2.0,1.0,45.0
3,639,2.0,1000.0,2.0,1.0,30.0
2,1306,3.0,1200.0,3.0,3.0,225.0
3,268,2.0,845.0,2.0,1.0,29.0
3,664,2.0,700.0,2.0,1.0,35.0
3,716,2.0,1187.0,2.0,2.0,58.0
3,637,3.0,1625.0,3.0,2.0,55.0
2,5,2.0,1200.0,2.0,2.0,83.0
3,1306,2.0,1452.55,2.0,3.0,110.0
0,1306,3.0,2357.0,3.0,2.0,151.0
3,678,2.0,1200.0,2.0,1.0,49.5
3,278,2.0,1139.0,2.0,2.0,56.85
3,664,3.0,1660.0,3.0,3.0,75.0
3,600,2.0,1170.0,2.0,3.0,105.0
3,1089,2.0,1448.0,2.0,2.0,68.0
3,635,3.0,1762.0,3.0,3.0,110.0
3,637,2.0,1105.0,2.0,1.0,38.65
3,1261,3.0,1825.0,3.0,1.0,105.0
2,1306,5.0,1200.0,4.0,1.0,85.0
3,1148,2.0,1185.0,2.0,2.0,43.0
0,419,3.0,1320.0,2.0,1.0,38.12
3,549,2.0,1058.0,2.0,1.0,48.0
3,236,2.0,1220.0,2.0,2.0,60.0
3,1038,2.0,925.0,2.0,1.0,25.0
3,896,2.0,1200.0,2.0,1.0,72.0
3,688,3.0,1160.0,2.0,2.0,40.6
3,1306,3.0,1411.0,3.0,2.0,91.72
3,216,3.0,1550.0,3.0,2.0,78.0
3,474,4.0,3250.0,4.0,3.0,230.0
3,506,3.0,2475.0,4.0,2.0,130.0
3,584,4.0,3181.0,2.0,2.0,260.5
3,799,4.0,2524.0,5.0,2.0,190.0
3,637,2.0,1063.0,2.0,2.0,42.0
3,664,2.0,1077.0,2.0,1.0,37.7
3,788,2.0,1200.0,3.0,2.0,44.0
0,539,4.0,1500.0,3.0,2.0,70.0
3,589,2.0,1045.0,2.0,2.0,76.77
3,658,3.0,1290.0,2.0,3.0,45.15
3,530,2.0,1400.0,2.0,1.0,78.0
0,232,3.0,1600.0,3.0,2.0,58.14
3,600,3.0,3095.0,3.0,3.0,375.0
3,853,3.0,1545.0,2.0,1.0,58.0
3,1039,3.0,1680.0,3.0,1.0,112.0
0,1306,2.0,1350.0,2.0,1.0,67.5
3,466,2.0,950.0,2.0,1.0,38.0
3,1148,2.0,1050.0,2.0,2.0,45.0
3,204,3.0,1305.0,2.0,2.0,49.0
2,539,4.0,800.0,4.0,2.0,120.0
2,768,3.0,1100.0,3.0,1.0,78.0
3,232,3.0,1634.0,3.0,1.0,83.33
3,941,2.0,1352.0,2.0,2.0,85.0
3,188,2.0,1145.0,2.0,2.0,65.0
3,1306,2.0,1240.0,2.0,2.0,43.79
3,72,3.0,2200.0,3.0,2.0,190.0
3,271,2.0,1020.0,2.0,1.0,39.0
3,1306,4.0,3600.0,4.0,2.0,365.0
3,972,2.0,1168.0,2.0,1.0,61.0
3,419,2.0,1205.0,2.0,1.0,75.0
3,1267,2.0,1195.0,2.0,2.0,100.0
0,292,2.0,1028.0,2.0,1.0,49.0
3,1306,2.0,1175.0,2.0,2.0,48.27
3,908,3.0,1550.0,2.0,2.0,90.0
3,1267,3.0,1826.0,3.0,2.0,165.0
2,530,5.0,2400.0,5.0,2.0,160.0
3,1261,3.0,1603.0,3.0,2.0,96.0
0,799,3.0,1350.0,3.0,1.0,72.0
0,626,1.0,714.0,1.0,1.0,28.0
3,1252,2.0,1215.0,2.0,3.0,65.0
0,785,3.0,1405.0,2.0,2.0,77.0
3,626,2.0,1142.0,2.0,1.0,51.0
0,99,4.0,4000.0,4.0,3.0,170.0
3,1252,3.0,1870.0,3.0,2.0,90.0
3,1115,2.0,1313.0,2.0,2.0,73.0
0,521,3.0,1945.0,3.0,3.0,120.0
3,1148,3.0,1573.0,3.0,2.0,95.0
3,1039,2.0,1255.0,2.0,1.0,92.0
3,242,4.0,1400.0,3.0,2.0,91.15
3,665,2.0,1235.0,2.0,2.0,43.63
3,1039,3.0,1380.0,2.0,1.0,52.0
3,310,3.0,1465.0,2.0,3.0,74.72
3,1153,2.0,1418.0,2.0,2.0,103.0
3,1212,3.0,1650.0,3.0,1.0,165.0
3,1179,2.0,1279.0,2.0,2.0,48.0
0,670,3.0,1870.0,3.0,1.0,200.0
2,1306,4.0,1500.0,5.0,1.0,230.0
3,513,3.0,2526.0,2.0,2.0,250.0
2,813,3.0,1550.0,2.0,1.0,150.0
3,1179,3.0,1845.0,2.0,1.0,68.27
3,826,3.0,1360.0,2.0,1.0,59.27
0,1306,3.0,1150.0,2.0,1.0,75.0
3,1252,2.0,1260.0,2.0,2.0,49.5
2,1306,3.0,1200.0,3.0,1.0,74.0
0,358,2.0,965.0,2.0,1.0,42.5
0,530,3.0,1350.0,2.0,3.0,48.0
3,252,2.0,1447.0,2.0,1.0,75.97
3,1306,3.0,1229.0,3.0,1.0,86.03
3,721,2.0,1027.0,2.0,2.0,43.0
3,466,2.0,1153.0,2.0,1.0,48.5
3,785,2.0,1065.0,2.0,2.0,50.0
0,1306,2.0,1030.0,2.0,3.0,61.0
3,783,2.0,1340.0,2.0,2.0,61.0
3,232,3.0,1410.0,2.0,3.0,44.42
3,1190,2.0,1055.0,2.0,2.0,45.35
3,1261,2.0,1304.0,2.0,1.0,79.0
0,654,2.0,990.0,2.0,1.0,31.5
3,72,2.0,1035.0,2.0,1.0,39.33
3,1093,2.0,1120.0,2.0,2.0,43.0
3,506,2.0,1300.0,2.0,2.0,73.0
3,1168,2.0,1239.0,2.0,1.0,82.0
3,536,2.0,1365.0,2.0,1.0,92.0
3,75,2.0,1165.0,2.0,1.0,135.0
3,1115,3.0,1130.0,2.0,3.0,45.19
3,474,3.0,1776.42,3.0,2.0,105.0
2,1216,4.0,900.0,4.0,3.0,175.0
3,1306,2.0,1107.0,2.0,2.0,33.0
3,853,3.0,2319.0,3.0,2.0,180.0
3,858,3.0,1520.0,3.0,3.0,80.0
3,665,3.0,1536.0,3.0,1.0,89.0
0,1306,4.0,3000.0,4.0,2.0,240.0
3,1306,2.0,1050.0,2.0,1.0,38.0
3,530,3.0,1850.0,3.0,2.0,146.0
3,264,2.0,1112.0,2.0,2.0,62.0
3,799,3.0,1535.0,3.0,2.0,72.5
0,664,2.0,1050.0,2.0,1.0,35.0
2,194,4.0,2400.0,3.0,2.0,370.0
3,72,3.0,1250.0,3.0,2.0,65.0
3,641,2.0,1187.0,2.0,3.0,52.0
0,77,2.0,1164.0,2.0,1.0,56.0
3,419,3.0,1395.0,2.0,1.0,62.78
3,142,3.0,2072.0,3.0,2.0,108.0
3,664,3.0,1450.0,3.0,3.0,60.91
3,216,3.0,1550.0,3.0,2.0,82.0
3,1306,2.0,1315.0,2.0,2.0,90.0
3,513,4.0,3067.0,4.0,3.0,230.0
3,1306,2.0,1210.0,2.0,2.0,72.0
3,268,3.0,1075.0,2.0,1.0,47.0
3,1306,3.0,1215.0,3.0,1.0,42.2
0,637,3.0,1470.0,2.0,2.0,75.0
0,544,3.0,1590.0,2.0,2.0,125.0
3,664,2.0,1050.0,2.0,1.0,36.75
3,972,2.0,1306.0,2.0,1.0,55.91
0,786,3.0,2000.0,3.0,2.0,250.0
0,1306,3.0,1445.0,3.0,2.0,64.0
3,1039,3.0,1220.0,3.0,2.0,58.0
2,1038,4.0,3190.0,3.0,1.0,160.0
3,987,2.0,1215.0,2.0,1.0,51.26
0,278,3.0,1920.0,2.0,1.0,88.0
3,382,2.0,1390.0,2.0,2.0,60.0
2,230,3.0,800.0,2.0,1.0,75.0
3,216,3.0,1550.0,2.0,2.0,75.0
3,1153,2.0,1418.0,2.0,2.0,101.0
3,1191,3.0,1655.0,3.0,2.0,115.0
0,626,2.0,1115.0,2.0,2.0,33.45
3,1306,2.0,1170.0,2.0,2.0,68.0
3,126,2.0,1035.0,2.0,2.0,38.3
3,1084,3.0,1306.0,2.0,2.0,58.0
3,688,2.0,750.0,2.0,2.0,22.0
3,1148,3.0,1917.0,3.0,3.0,122.0
3,637,3.0,1615.0,3.0,3.0,58.0
3,799,2.0,1071.0,2.0,2.0,52.25
3,713,2.0,1325.0,2.0,2.0,119.0
3,62,3.0,1400.0,2.0,1.0,88.0
3,1168,2.0,1246.0,2.0,1.0,82.0
3,832,2.0,1200.0,2.0,2.0,49.5
3,703,2.0,1200.0,2.0,2.0,60.0
0,678,2.0,945.0,2.0,2.0,50.0
3,535,2.0,1175.0,2.0,1.0,52.0
3,1252,2.0,920.0,2.0,1.0,63.0
3,539,4.0,3024.0,5.0,1.0,350.0
2,1306,2.0,1600.0,2.0,2.0,110.0
0,1306,2.0,955.0,1.0,2.0,34.01
3,139,3.0,1750.0,3.0,3.0,100.0
3,1179,3.0,1425.0,2.0,2.0,64.0
3,223,3.0,2150.0,3.0,2.0,265.0
3,1252,2.0,1165.0,2.0,1.0,40.5
3,637,2.0,1050.0,2.0,2.0,48.0
3,335,3.0,1370.0,2.0,2.0,75.0
3,417,3.0,1374.0,2.0,1.0,72.0
3,509,3.0,1754.0,3.0,2.0,124.0
3,716,3.0,1847.0,3.0,2.0,110.0
3,110,3.0,1850.0,4.0,3.0,139.0
2,317,3.0,3297.0,3.0,1.0,135.0
3,392,2.0,1187.0,2.0,2.0,45.0
0,271,3.0,1400.0,2.0,1.0,40.44
3,302,2.0,1350.0,2.0,3.0,180.0
2,384,3.0,3000.0,2.0,2.0,120.0
3,1148,1.0,693.0,1.0,1.0,34.3
3,357,3.0,1980.0,3.0,2.0,224.0
3,626,2.0,1021.0,2.0,1.0,48.0
3,1153,2.0,1165.0,2.0,2.0,95.0
3,533,3.0,1756.0,3.0,2.0,92.0
3,249,3.0,1739.0,3.0,1.0,105.0
3,1190,2.0,1280.0,2.0,2.0,65.0
3,799,2.0,1215.0,2.0,2.0,58.86
3,832,2.0,950.0,2.0,1.0,46.5
0,688,3.0,1082.0,2.0,1.0,49.0
3,142,2.0,1100.0,2.0,2.0,55.0
2,139,4.0,3200.0,4.0,1.0,205.0
3,1039,2.0,1311.0,2.0,1.0,78.0
3,972,3.0,1608.0,3.0,1.0,67.98
3,232,2.0,1160.0,2.0,2.0,36.0
3,1252,2.0,1170.0,2.0,1.0,71.0
3,688,2.0,1155.0,2.0,2.0,40.6
3,999,2.0,1065.0,2.0,2.0,44.95
3,876,1.0,674.0,1.0,1.0,21.0
3,110,3.0,1936.0,4.0,2.0,126.0
3,1037,3.0,2289.0,3.0,2.0,260.0
3,85,2.0,1100.0,2.0,1.0,38.45
3,987,3.0,2257.0,4.0,2.0,157.0
3,848,2.0,1055.0,2.0,2.0,55.0
3,972,3.0,1530.0,3.0,3.0,51.87
3,1306,3.0,1700.0,3.0,1.0,97.0
3,972,3.0,1575.0,2.0,2.0,78.0
0,428,3.0,3500.0,4.0,2.0,330.0
3,986,2.0,1263.0,2.0,1.0,93.32
3,690,2.0,1043.0,2.0,2.0,65.0
3,518,2.0,1255.0,2.0,2.0,53.5
2,1261,3.0,1550.0,3.0,1.0,120.0
3,1039,3.0,1220.0,3.0,3.0,56.0
3,1306,3.0,1900.0,3.0,3.0,160.0
3,1306,3.0,1360.0,3.0,3.0,55.0
0,1306,2.0,1100.0,2.0,1.0,75.0
3,74,3.0,1455.0,3.0,2.0,73.31
0,626,2.0,1035.0,2.0,1.0,40.5
3,509,2.0,1152.0,2.0,2.0,69.0
3,236,2.0,1299.0,2.0,2.0,82.0
3,964,2.0,1050.0,2.0,2.0,52.5
3,908,2.0,1050.0,2.0,2.0,40.0
3,1242,2.0,1246.0,2.0,1.0,67.4
0,1040,3.0,1929.0,3.0,2.0,115.0
3,518,2.0,1285.0,2.0,1.0,60.0
0,1306,4.0,3161.0,4.0,3.0,214.0
0,175,3.0,1850.0,3.0,2.0,170.0
0,786,2.0,1124.0,3.0,2.0,80.0
3,188,2.0,1012.0,2.0,1.0,54.59
3,74,2.0,871.0,2.0,2.0,55.0
0,1306,2.0,1020.0,2.0,2.0,40.0
3,964,3.0,1550.0,3.0,3.0,73.5
3,98,3.0,1410.0,2.0,2.0,80.0
2,317,4.0,3500.0,5.0,3.0,150.0
3,1252,2.0,1118.0,2.0,1.0,75.0
3,1148,2.0,1098.0,2.0,1.0,68.0
3,658,2.0,1130.0,2.0,1.0,45.2
3,1039,2.0,1145.0,2.0,2.0,75.0
2,635,3.0,950.0,3.0,1.0,80.0
